Transaction_Date,Store_ID,RewardsID,Prod_Num,Sale_Amount,Month,Store_Location,State,Territory_Manager,Region,Region_Director,Product,CategoryID,SubcategoryID,Category,cust_id,date,time,name,email,phone,sms_opt_out
2025-04-06,819,,105600-S,9.95,2025-04,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Uni-ball Vision Elite Rollerball Pens (Black),110,110-wri,Stationery and Supplies,,,,,,,
2025-04-06,820,,105464-M,13.0,2025-04,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Phone Stand (Adjustable),130,130-tec,Apparel and Merchandise,,,,,,,
2025-04-06,820,,105660-A,47.61,2025-04,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Melissa & Doug Easel Paper Rolls (2-Pack),115,115-kid,Art Supplies,,,,,,,
2025-04-06,820,,105641-A,26.52,2025-04,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Sculpey Polymer Clay Starter Kit (Set of 12 Colors),115,115-scu,Art Supplies,,,,,,,
2025-04-06,820,,105825-S,9.09,2025-04,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Staedtler White Vinyl Erasers (Pack of 4),110,110-pen,Stationery and Supplies,,,,,,,
2025-04-06,822,,105570-M,36.15,2025-04,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Gym Duffel Bag (Navy Blue),130,130-acc,Apparel and Merchandise,,,,,,,
2025-04-06,823,,105472-S,6.02,2025-04,South Portland,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Acrylic Desk Organizer Tray Set,110,110-des,Stationery and Supplies,,,,,,,
2025-04-06,824,,105379-A,28.0,2025-04,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Artist Blending Stumps (Pack of 6),115,115-mis,Art Supplies,,,,,,,
2025-04-06,824,,105392-T,187.25,2025-04,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Computer Programming: A Practical Introduction,100,100-eng,Textbooks,,,,,,,
2025-04-06,824,,105688-S,12.12,2025-04,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Envelope Moistener with Adhesive,110,110-mis,Stationery and Supplies,,,,,,,
2025-04-06,824,,105727-M,50.96,2025-04,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Quarter-Zip Sweatshirt (Maroon),130,130-clo,Apparel and Merchandise,,,,,,,
2025-04-06,824,,105658-B,20.36,2025-04,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,The Lord of the Rings,125,125-fic,Books (General),,,,,,,
2025-04-06,825,,105248-IT,883.48,2025-04,Bayonne,New Jersey,Miami Vue,Northeast,Michael Jarvis,TCL NXTPAPER 10s,120,120-tab,Technology & Accessories,,,,,,,
2025-04-06,825,,105559-S,10.16,2025-04,Bayonne,New Jersey,Miami Vue,Northeast,Michael Jarvis,Artist Paintbrush Set (Pack of 10),110,110-art,Stationery and Supplies,,,,,,,
2025-04-06,826,,105267-IT,355.92,2025-04,Cape May,New Jersey,Miami Vue,Northeast,Michael Jarvis,GitHub Pro,120,120-sof,Technology & Accessories,,,,,,,
2025-04-06,826,,105266-IT,367.08,2025-04,Cape May,New Jersey,Miami Vue,Northeast,Michael Jarvis,Texas Instruments TI-84 Plus CE,120,120-cal,Technology & Accessories,,,,,,,
2025-04-06,826,,105752-T,171.9,2025-04,Cape May,New Jersey,Miami Vue,Northeast,Michael Jarvis,Art History: The Renaissance to Modernism,100,100-hum,Textbooks,,,,,,,
2025-04-06,826,,105363-M,19.48,2025-04,Cape May,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Wall Calendar,130,130-off,Apparel and Merchandise,,,,,,,
2025-04-06,827,,105535-A,66.0,2025-04,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Conte Crayons (Set of 12),115,115-dra,Art Supplies,,,,,,,
2025-04-06,827,,105597-S,14.32,2025-04,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,ID Badge Holders with Clips (Pack of 10),110,110-mis,Stationery and Supplies,,,,,,,
2025-04-06,827,,105353-A,20.36,2025-04,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Newsprint Paper Pad (18x24 inches),115,115-ske,Art Supplies,,,,,,,
2025-04-06,828,,105296-IT,107.06,2025-04,East Orange,New Jersey,Miami Vue,Northeast,Michael Jarvis,Bose QuietComfort 45,120,120-hea,Technology & Accessories,,,,,,,
2025-04-06,828,,105486-S,19.36,2025-04,East Orange,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Graph Paper Pads (Letter Size, Pack of 4)",110,110-pap,Stationery and Supplies,,,,,,,
2025-04-06,828,,105664-A,12.12,2025-04,East Orange,New Jersey,Miami Vue,Northeast,Michael Jarvis,Winsor & Newton Cotman Watercolor Brushes (Set of 5),115,115-pai,Art Supplies,,,,,,,
2025-04-06,829,,105616-S,19.36,2025-04,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,Acrylic Paint Set (Set of 12 Tubes),110,110-art,Stationery and Supplies,,,,,,,
2025-04-06,829,,105470-S,9.45,2025-04,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,Pilot G2 Retractable Gel Pens (Blue),110,110-wri,Stationery and Supplies,,,,,,,
2025-04-06,830,,105301-IT,77.81,2025-04,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,Philips Hue Play HDMI Sync Box,120,120-ext,Technology & Accessories,,,,,,,
2025-04-06,830,,105760-S,7.85,2025-04,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,Fellowes Mesh Desk Organizer,110,110-des,Stationery and Supplies,,,,,,,
2025-04-06,830,,105482-T,241.4,2025-04,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,International Relations Today,100,100-soc,Textbooks,,,,,,,
2025-04-06,830,,105624-M,57.12,2025-04,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Softshell Jacket (Black),130,130-clo,Apparel and Merchandise,,,,,,,
2025-04-06,831,,105299-IT,101.96,2025-04,Jersey City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Apple AirPods Pro 2nd Gen,120,120-hea,Technology & Accessories,,,,,,,
2025-04-06,831,,105415-A,61.14,2025-04,Jersey City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Strathmore Sketch Pad (9x12 inches),115,115-ske,Art Supplies,,,,,,,
2025-04-06,832,,105304-IT,76.53,2025-04,Montclair,New Jersey,Miami Vue,Northeast,Michael Jarvis,Blue Yeti Nano USB Microphone,120,120-ext,Technology & Accessories,,,,,,,
2025-04-06,832,,105627-S,2.88,2025-04,Montclair,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Five Star Wirebound Notebook (3 Subject, Wide Ruled)",110,110-not,Stationery and Supplies,,,,,,,
2025-04-06,832,,105569-M,6.0,2025-04,Montclair,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Enamel Pin (Round Logo),130,130-mem,Apparel and Merchandise,,,,,,,
2025-04-06,833,,105367-M,52.4,2025-04,Morristown,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Performance Dri-Fit T-Shirt (Blue),130,130-clo,Apparel and Merchandise,,,,,,,
2025-04-06,833,,105639-M,39.75,2025-04,Morristown,New Jersey,Miami Vue,Northeast,Michael Jarvis,"LTCA Year Up Wall Clock (Round, Black)",130,130-hom,Apparel and Merchandise,,,,,,,
2025-04-06,833,,105364-S,17.7,2025-04,Morristown,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Pendaflex Hanging File Folders (Assorted Colors, Pack of 25)",110,110-bin,Stationery and Supplies,,,,,,,
2025-04-06,833,,105613-T,219.3,2025-04,Morristown,New Jersey,Miami Vue,Northeast,Michael Jarvis,Physics for Scientists and Engineers,100,100-sci,Textbooks,,,,,,,
2025-04-06,833,276.0,105358-A,14.0,2025-04,Morristown,New Jersey,Miami Vue,Northeast,Michael Jarvis,Play-Doh Modeling Compound (Pack of 10),115,115-kid,Art Supplies,276.0,2023-02-15,10:25:15,Angela Abar,sisternight@keenecounty.police,918-555-2101,N
2025-04-06,833,,105739-A,6.0,2025-04,Morristown,New Jersey,Miami Vue,Northeast,Michael Jarvis,Speedball Calligraphy Ink (Black),115,115-cal,Art Supplies,,,,,,,
2025-04-06,834,,105441-S,7.85,2025-04,New Brunswick,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Bic Cristal Ballpoint Pens (Black, Pack of 10)",110,110-wri,Stationery and Supplies,,,,,,,
2025-04-06,835,,105278-IT,272.24,2025-04,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,Tableau Desktop,120,120-sof,Technology & Accessories,,,,,,,
2025-04-06,835,262.0,105309-IT,75.42,2025-04,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,Samsung T7 Touch Portable SSD (2TB),120,120-ext,Technology & Accessories,262.0,2023-10-28,15:35:55,Hollyhock,hollyhock@hollywoo.net,323-555-1907,N
2025-04-06,835,,105359-B,23.44,2025-04,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,Dune,125,125-fic,Books (General),,,,,,,
2025-04-06,835,,105658-B,20.36,2025-04,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,The Lord of the Rings,125,125-fic,Books (General),,,,,,,
2025-04-06,836,,105400-B,76.4,2025-04,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,IELTS Academic Study Guide,125,125-stu,Books (General),,,,,,,
2025-04-06,838,429.0,105275-IT,296.6,2025-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Intuit QuickBooks Student Edition,120,120-sof,Technology & Accessories,429.0,2024-06-11,20:10:25,Lilith S.,lilith@cheers.bar,617-555-2308,N
2025-04-06,838,,105710-A,9.09,2025-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Daler-Rowney Gouache Paint Set (12 Tubes),115,115-pai,Art Supplies,,,,,,,
2025-04-06,838,,105518-M,20.36,2025-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Flat-Brim Hat (White),130,130-hat,Apparel and Merchandise,,,,,,,
2025-04-06,838,,105433-M,32.64,2025-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Knit Hat with Pom (Navy and White),130,130-hat,Apparel and Merchandise,,,,,,,
2025-04-06,838,,105589-M,23.44,2025-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Lanyard (Navy Blue),130,130-acc,Apparel and Merchandise,,,,,,,
2025-04-06,838,365.0,105529-M,16.6,2025-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Spiral Notebook (Blue),130,130-off,Apparel and Merchandise,365.0,2023-09-19,21:30:40,Pugsley A.,pugsley@nevermore.academy,914-555-1704,Y
2025-04-06,838,,105579-B,74.28,2025-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Test Prep Workbook for GED,125,125-stu,Books (General),,,,,,,
2025-04-06,839,,105248-IT,883.48,2025-04,Vineland,New Jersey,Miami Vue,Northeast,Michael Jarvis,TCL NXTPAPER 10s,120,120-tab,Technology & Accessories,,,,,,,
2025-04-06,839,,105440-M,57.7,2025-04,Vineland,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Full-Zip Hoodie (Charcoal Gray),130,130-clo,Apparel and Merchandise,,,,,,,
2025-04-06,839,,105625-M,51.96,2025-04,Vineland,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Water Bottle (Stainless Steel),130,130-acc,Apparel and Merchandise,,,,,,,
2025-04-07,818,,105755-A,57.7,2025-04,Bangor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Copic Sketch Markers (Set of 24),115,115-dra,Art Supplies,,,,,,,
2025-04-07,818,,105470-S,9.45,2025-04,Bangor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Pilot G2 Retractable Gel Pens (Blue),110,110-wri,Stationery and Supplies,,,,,,,
2025-04-07,819,,105484-A,28.92,2025-04,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Canson Comic Book Art Boards (11x17 inches),115,115-ske,Art Supplies,,,,,,,
2025-04-07,819,,105615-B,28.92,2025-04,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Harry Potter and the Sorcerers Stone,125,125-fic,Books (General),,,,,,,
2025-04-07,819,,105537-B,24.28,2025-04,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Meditations,125,125-non,Books (General),,,,,,,
2025-04-07,820,,105359-B,23.44,2025-04,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Dune,125,125-fic,Books (General),,,,,,,
2025-04-07,821,,105270-IT,336.48,2025-04,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Notion Pro,120,120-sof,Technology & Accessories,,,,,,,
2025-04-07,821,,105596-S,12.88,2025-04,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,"Astrobrights Colored Paper (Assorted Colors, Pack of 100)",110,110-pap,Stationery and Supplies,,,,,,,
2025-04-07,821,,105690-A,43.3,2025-04,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Golden Heavy Body Acrylic Paints (Set of 6),115,115-pai,Art Supplies,,,,,,,
2025-04-07,821,,105654-T,152.4,2025-04,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,International Business,100,100-bus,Textbooks,,,,,,,
2025-04-07,821,,105431-M,24.28,2025-04,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Umbrella (Compact),130,130-acc,Apparel and Merchandise,,,,,,,
2025-04-07,821,410.0,105623-A,50.96,2025-04,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Pentel Arts Oil Pastels (Set of 50),115,115-dra,Art Supplies,410.0,2023-02-05,09:35:45,Marcia Roy,marcia@waystarroyco.com,212-555-2109,N
2025-04-07,821,,105432-S,6.02,2025-04,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Tesa Masking Tape (2-inch Roll),110,110-adh,Stationery and Supplies,,,,,,,
2025-04-07,822,,105268-IT,346.68,2025-04,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Sketch App License,120,120-sof,Technology & Accessories,,,,,,,
2025-04-07,822,,105484-A,28.92,2025-04,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Canson Comic Book Art Boards (11x17 inches),115,115-ske,Art Supplies,,,,,,,
2025-04-07,823,,105394-A,50.96,2025-04,South Portland,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Crayola Crayons (Set of 64),115,115-dra,Art Supplies,,,,,,,
2025-04-07,824,,105484-A,28.92,2025-04,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Canson Comic Book Art Boards (11x17 inches),115,115-ske,Art Supplies,,,,,,,
2025-04-07,824,,105606-M,27.52,2025-04,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Frisbee (Flying Disc),130,130-spo,Apparel and Merchandise,,,,,,,
2025-04-07,825,,105315-IT,34.43,2025-04,Bayonne,New Jersey,Miami Vue,Northeast,Michael Jarvis,UGREEN Nexode 140W USB-C Charger,120,120-cha,Technology & Accessories,,,,,,,
2025-04-07,825,,105256-IT,752.82,2025-04,Bayonne,New Jersey,Miami Vue,Northeast,Michael Jarvis,ASUS Vivobook 13 Slate OLED,120,120-tab,Technology & Accessories,,,,,,,
2025-04-07,825,,105777-A,61.14,2025-04,Bayonne,New Jersey,Miami Vue,Northeast,Michael Jarvis,Canson XL Mixed Media Pad (11x14 inches),115,115-ske,Art Supplies,,,,,,,
2025-04-07,826,,105615-B,28.92,2025-04,Cape May,New Jersey,Miami Vue,Northeast,Michael Jarvis,Harry Potter and the Sorcerers Stone,125,125-fic,Books (General),,,,,,,
2025-04-07,826,,105670-M,20.36,2025-04,Cape May,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Flat-Brim Hat (Black),130,130-hat,Apparel and Merchandise,,,,,,,
2025-04-07,826,,105376-M,44.5,2025-04,Cape May,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Fleece Blanket (Gray),130,130-hom,Apparel and Merchandise,,,,,,,
2025-04-07,827,,105703-B,17.7,2025-04,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,How to Win Friends and Influence People,125,125-non,Books (General),,,,,,,
2025-04-07,827,,105560-M,8.0,2025-04,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Mechanical Pencil (Pack of 2),130,130-off,Apparel and Merchandise,,,,,,,
2025-04-07,827,,105735-M,44.4,2025-04,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Performance Dri-Fit T-Shirt (Gray),130,130-clo,Apparel and Merchandise,,,,,,,
2025-04-07,827,,105511-M,24.33,2025-04,Clifton,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Throw Pillow (Navy and Gold Logo),130,130-hom,Apparel and Merchandise,,,,,,,
2025-04-07,828,,105721-B,29.3,2025-04,East Orange,New Jersey,Miami Vue,Northeast,Michael Jarvis,Strunk and Whites Elements of Style,125,125-ref,Books (General),,,,,,,
2025-04-07,829,,105558-M,8.0,2025-04,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Trophy Replica (Mini),130,130-mem,Apparel and Merchandise,,,,,,,
2025-04-07,829,,105639-M,39.75,2025-04,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,"LTCA Year Up Wall Clock (Round, Black)",130,130-hom,Apparel and Merchandise,,,,,,,
2025-04-07,829,,105663-M,52.96,2025-04,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Water Bottle (Plastic BPA-Free),130,130-acc,Apparel and Merchandise,,,,,,,
2025-04-07,829,,105432-S,6.02,2025-04,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,Tesa Masking Tape (2-inch Roll),110,110-adh,Stationery and Supplies,,,,,,,
2025-04-07,829,137.0,105658-B,20.36,2025-04,Hackensack,New Jersey,Miami Vue,Northeast,Michael Jarvis,The Lord of the Rings,125,125-fic,Books (General),137.0,2023-03-14,14:05:40,Nikki N.,nikki@genoa.city,213-555-9702,N
2025-04-07,830,,105334-IT,1275.44,2025-04,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,Samsung Galaxy Book Pro,120,120-lap,Technology & Accessories,,,,,,,
2025-04-07,830,,105636-S,12.32,2025-04,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,Gorilla Glue Super Glue Gel,110,110-adh,Stationery and Supplies,,,,,,,
2025-04-07,830,,105380-M,28.92,2025-04,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Beanie Hat (Gray),130,130-hat,Apparel and Merchandise,,,,,,,
2025-04-07,830,,105356-S,13.13,2025-04,Hoboken,New Jersey,Miami Vue,Northeast,Michael Jarvis,X-Acto Precision Knife with Blade Refills,110,110-art,Stationery and Supplies,,,,,,,
2025-04-07,831,,105606-M,27.52,2025-04,Jersey City,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Frisbee (Flying Disc),130,130-spo,Apparel and Merchandise,,,,,,,
2025-04-07,831,,105352-M,47.61,2025-04,Jersey City,New Jersey,Miami Vue,Northeast,Michael Jarvis,"LTCA Year Up Power Bank (10,000mAh)",130,130-tec,Apparel and Merchandise,,,,,,,
2025-04-07,833,,105392-T,187.25,2025-04,Morristown,New Jersey,Miami Vue,Northeast,Michael Jarvis,Computer Programming: A Practical Introduction,100,100-eng,Textbooks,,,,,,,
2025-04-07,834,,105387-A,27.52,2025-04,New Brunswick,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Air-Dry Clay (10 lbs, White)",115,115-scu,Art Supplies,,,,,,,
2025-04-07,834,,105834-A,19.48,2025-04,New Brunswick,New Jersey,Miami Vue,Northeast,Michael Jarvis,Self-Healing Cutting Mat (18x24 inches),115,115-cut,Art Supplies,,,,,,,
2025-04-07,835,,105687-S,9.09,2025-04,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Badge Lanyards (Assorted Colors, Set of 5)",110,110-mis,Stationery and Supplies,,,,,,,
2025-04-07,835,,105793-B,19.36,2025-04,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,Catching Fire,125,125-fic,Books (General),,,,,,,
2025-04-07,835,,105837-S,12.4,2025-04,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Laminate File Jackets (Assorted Colors, Pack of 12)",110,110-bin,Stationery and Supplies,,,,,,,
2025-04-07,835,,105663-M,52.96,2025-04,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Water Bottle (Plastic BPA-Free),130,130-acc,Apparel and Merchandise,,,,,,,
2025-04-07,835,4.0,105508-S,9.09,2025-04,Newark,New Jersey,Miami Vue,Northeast,Michael Jarvis,Winsor & Newton Watercolor Paint Set (12 Colors),110,110-art,Stationery and Supplies,4.0,2023-09-01,21:05:33,Chandler Bing,chandlerb@centralperk.coffee,212-555-1004,Y
2025-04-07,836,,105537-B,24.28,2025-04,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,Meditations,125,125-non,Books (General),,,,,,,
2025-04-07,836,,105574-A,13.13,2025-04,Passaic,New Jersey,Miami Vue,Northeast,Michael Jarvis,Princeton Velvetouch Mixed-Media Brushes (Set of 4),115,115-pai,Art Supplies,,,,,,,
2025-04-07,838,,105301-IT,77.81,2025-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Philips Hue Play HDMI Sync Box,120,120-ext,Technology & Accessories,,,,,,,
2025-04-07,838,,105520-S,10.1,2025-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Canson XL Mixed Media Sketchbook (9x12 inches),110,110-art,Stationery and Supplies,,,,,,,
2025-04-07,838,,105666-A,27.61,2025-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Crayola Glitter Glue (Set of 9),115,115-kid,Art Supplies,,,,,,,
2025-04-07,838,,105464-M,13.0,2025-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Phone Stand (Adjustable),130,130-tec,Apparel and Merchandise,,,,,,,
2025-04-07,838,,105736-M,20.36,2025-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Trucker Hat (Blue Mesh),130,130-hat,Apparel and Merchandise,,,,,,,
2025-04-07,838,,105771-B,23.44,2025-04,Trenton,New Jersey,Miami Vue,Northeast,Michael Jarvis,Mockingjay,125,125-fic,Books (General),,,,,,,
2025-04-07,839,,105703-B,17.7,2025-04,Vineland,New Jersey,Miami Vue,Northeast,Michael Jarvis,How to Win Friends and Influence People,125,125-non,Books (General),,,,,,,
2025-04-08,818,,105478-B,17.7,2025-04,Bangor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,"Girl, Wash Your Face",125,125-non,Books (General),,,,,,,
2025-04-08,818,,105703-B,17.7,2025-04,Bangor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,How to Win Friends and Influence People,125,125-non,Books (General),,,,,,,
2025-04-08,819,,105472-S,6.02,2025-04,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Acrylic Desk Organizer Tray Set,110,110-des,Stationery and Supplies,,,,,,,
2025-04-08,819,,105534-T,230.7,2025-04,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Child Development,100,100-soc,Textbooks,,,,,,,
2025-04-08,819,,105392-T,187.25,2025-04,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Computer Programming: A Practical Introduction,100,100-eng,Textbooks,,,,,,,
2025-04-08,819,,105658-B,20.36,2025-04,Bar Harbor,Maine,Erbayne Middleton,Northeast,Michael Jarvis,The Lord of the Rings,125,125-fic,Books (General),,,,,,,
2025-04-08,820,,105616-S,19.36,2025-04,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Acrylic Paint Set (Set of 12 Tubes),110,110-art,Stationery and Supplies,,,,,,,
2025-04-08,820,,105823-M,5.0,2025-04,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Patch (Sew-On),130,130-mem,Apparel and Merchandise,,,,,,,
2025-04-08,820,,105367-M,52.4,2025-04,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Performance Dri-Fit T-Shirt (Blue),130,130-clo,Apparel and Merchandise,,,,,,,
2025-04-08,820,,105625-M,51.96,2025-04,Kennebunkport,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up Water Bottle (Stainless Steel),130,130-acc,Apparel and Merchandise,,,,,,,
2025-04-08,821,,105313-IT,68.88,2025-04,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Logitech MX Master 3S Mouse,120,120-ext,Technology & Accessories,,,,,,,
2025-04-08,821,,105421-S,9.95,2025-04,Lewiston,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Uni-ball Vision Elite Rollerball Pens (Blue),110,110-wri,Stationery and Supplies,,,,,,,
2025-04-08,822,278.0,105799-S,2.4,2025-04,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,Faber-Castell Polychromos Colored Pencils (Set of 24),110,110-pen,Stationery and Supplies,278.0,2023-05-13,18:15:45,Wade Tillman,lookingglass@keenecounty.police,918-555-2103,N
2025-04-08,822,,105667-M,7.0,2025-04,Orono,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up USB Flash Drive (32GB),130,130-tec,Apparel and Merchandise,,,,,,,
2025-04-08,823,,105441-S,7.85,2025-04,South Portland,Maine,Erbayne Middleton,Northeast,Michael Jarvis,"Bic Cristal Ballpoint Pens (Black, Pack of 10)",110,110-wri,Stationery and Supplies,,,,,,,
2025-04-08,823,,105454-M,14.0,2025-04,South Portland,Maine,Erbayne Middleton,Northeast,Michael Jarvis,LTCA Year Up USB Flash Drive (64GB),130,130-tec,Apparel and Merchandise,,,,,,,
2025-04-08,824,,105489-S,2.4,2025-04,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,"Binder Clips (Assorted Sizes, Pack of 36)",110,110-org,Stationery and Supplies,,,,,,,
2025-04-08,824,,105594-T,144.4,2025-04,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Human Resource Management,100,100-bus,Textbooks,,,,,,,
2025-04-08,824,,105523-M,12.15,2025-04,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,LTCA Year Up Mouse Pad (Blue),130,130-off,Apparel and Merchandise,,,,,,,
2025-04-08,824,,105676-A,6.0,2025-04,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Masking Tape (Artist Grade),115,115-mis,Art Supplies,,,,,,,
2025-04-08,824,,105613-T,219.3,2025-04,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Physics for Scientists and Engineers,100,100-sci,Textbooks,,,,,,,
2025-04-08,824,183.0,105689-S,10.16,2025-04,Atlantic City,New Jersey,Miami Vue,Northeast,Michael Jarvis,Sticky Flags for Page Marking (Assorted Colors),110,110-pap,Stationery and Supplies,183.0,2023-11-03,18:25:00,Mama Payne,mama@wzhup.det,313-555-1108,N
2025-04-08,825,,105295-IT,108.33,2025-04,Bayonne,New Jersey,Miami Vue,Northeast,Michael Jarvis,JBL Live 660NC,120,120-hea,Technology & Accessories,,,,,,,
